offered_load_mbps,leo_tcp_run,multilayer_tcp_run,throughput_leo_mbps,throughput_multilayer_mbps,avg_rtt_leo_ms,avg_rtt_multilayer_ms,completion_or_span_leo_s,completion_or_span_multilayer_s,leo_leo_isl_max_util_leo,leo_leo_isl_max_util_multilayer
10.0,leo_only_1156_to_1168_tcp,multilayer_1192_to_1204_tcp,5.126976,0.48576,184.83688399883303,667.7310877345132,nan,nan,0.851939,0.0
