20942442,20.0000000000
44123496,20.5000000000
46417937,21.1875000000
48712398,22.0390620000
51006839,23.1591790000
53301279,24.3892810000
67927827,27.2156200000
70265399,27.0636670000
71850444,26.8057080000
74144884,26.7049940000
76439325,26.8668690000
79112507,27.0085100000
81450079,27.1324460000
91817926,28.4908900000
94155498,28.3045280000
96493056,28.0164620000
98830628,28.0144040000
101168200,28.2626030000
103505759,28.3547770000
105843331,28.6854290000
108180902,29.0997500000
110518461,29.3372810000
112856033,29.7951200000
115193605,30.3207300000
117531163,29.7806380000
119868735,29.5580580000
122206307,29.3633000000
124543866,29.1928870000
126881437,29.2937760000
129219009,29.5070540000
131556568,29.5686720000
133894140,29.8725880000
137378897,30.3885140000
139716456,30.8399490000
142054028,31.6099550000
144391600,32.1587100000
146729158,32.6388710000
149066730,33.4340120000
151404302,34.1297600000
153741861,34.6135400000
156079433,35.4118470000
158417004,36.1103660000
160754563,36.7215700000
163092135,37.6313730000
165429707,38.3024510000
167767265,38.8896440000
170104837,39.7784380000
172442409,40.5561330000
174779968,41.1116160000
177117540,41.9726640000
179455111,42.7260810000
181792670,43.3853200000
184130242,44.3371550000
186467801,44.9200100000
188805372,45.4300080000
191142944,46.2512570000
193480503,46.8448490000
195818075,47.3642420000
198155647,48.1937110000
201640391,49.0444970000
203977963,49.6639340000
206315535,50.5809420000
208653094,51.3833240000
210990665,52.0854080000
213328237,53.0747320000
215665796,53.8153900000
218003368,54.5884660000
220340940,55.5149070000
222678498,56.3255430000
225016070,57.0348500000
227353642,57.9054930000
229691201,58.6673060000
232028772,59.4588920000
234366344,60.4015300000
236703903,61.1013380000
239041475,61.8386700000
241379047,62.7338360000
243716605,63.5171060000
246054177,64.2024670000
248391749,65.0521580000
250729308,65.7956380000
253066880,66.5711830000
255404451,67.4997850000
257742010,68.1873110000
260079582,68.9138970000
262417154,69.7996590000
265901898,70.6997010000
268239470,71.4872380000
270577029,72.4263330000
272914601,73.2480410000
275252173,74.0920350000
277589731,75.0805300000
279927303,75.8204630000
282264875,76.4679050000
284602434,77.2844160000
286940006,77.9988640000
289277577,78.6240060000
291615136,79.4210050000
293952708,80.1183790000
296290280,80.8535810000
298627839,81.7468830000
300965410,82.4035220000
303302982,83.1030810000
305640541,83.9651950000
307978113,84.5945450000
310315685,85.2702260000
312653243,86.1114470000
314990815,86.8475160000
317328387,87.4915760000
319665946,88.3051290000
322003518,89.1419870000
324341089,89.8742380000
326678648,90.7649580000
330163406,91.6693380000
332500965,92.4606700000
334838536,93.4030860000
337176108,94.3527000000
339513667,95.0586120000
341851239,95.9262850000
344188811,96.8104990000
