315277457,315.0000000000
634987846,315.5000000000
637282234,316.3125000000
639576610,317.2734370000
641871003,318.3642570000
644165414,319.6937240000
845312417,345.9820080000
955801603,342.8592570000
958096022,340.1268490000
960390403,337.9859920000
962684783,336.1127430000
964979203,334.4736500000
967273589,333.4144430000
969567965,332.3626370000
1166125807,330.9423070000
1276614764,329.6995180000
1278909158,328.8620780000
1281203568,328.1293180000
1283497944,327.4881530000
1285792340,327.1771330000
1288086757,327.0299910000
1290381139,326.9012420000
1292675521,327.0385860000
1294969939,327.0337620000
1297264326,327.1545410000
1485791387,350.7602230000
1488085806,347.1651950000
1597427333,343.8945450000
1599721734,341.2827260000
1602016150,339.1223850000
1604310533,337.1070860000
1606604914,335.5937000000
1608899310,334.2694870000
1611193720,333.2358010000
1613488108,332.5813250000
1615782491,331.8836590000
1618076909,331.3982010000
1620371291,331.2234250000
1622665673,331.0704960000
1624960078,330.9366840000
1627254478,331.1945980000
1629548853,331.2952730000
1806603587,330.0083630000
1808897981,329.1323170000
1811192393,328.3657770000
1918239352,327.4450540000
1920533729,326.8894220000
1922828123,326.4032440000
1925122534,325.9778380000
1927416902,325.8556080000
1929711305,325.7486570000
1932005723,325.7800740000
1934300105,326.0575640000
1936594487,326.3003680000
1938888881,326.3878220000
1941183291,326.8393440000
1943477681,327.2344260000
1945772062,327.5801220000
1948066482,328.2576060000
1950360862,328.7254050000
1952655224,329.1347290000
1954949651,329.7428870000
1957244049,330.4000260000
1959538426,330.9750220000
1961832820,331.7281440000
1964127231,332.3871260000
1966421600,332.9637350000
2126268037,353.4682680000
2128562417,349.5347340000
2130856812,346.0928920000
2133151223,343.4562800000
2135445591,341.0242450000
2239050817,338.5212140000
2241345198,336.5810620000
2243639560,334.8834290000
2245933975,333.3980000000
2248228386,332.4732500000
2250522762,331.5390930000
2252817156,330.7217060000
2255111575,330.3814920000
2257405935,330.0838050000
2259700338,329.6983290000
2261994757,329.6110370000
2264289137,329.6596570000
2266583520,329.7021990000
2268877914,329.9894240000
2271172324,330.3657460000
2273466715,330.5700270000
2275761096,330.9987730000
2278055515,331.4989260000
2280349896,331.9365600000
2282644257,332.5694900000
2284938672,332.9983030000
2287233082,333.4985150000
2289527459,334.1862000000
2291821854,334.7879250000
2294116264,335.4394340000
2296410634,336.2595040000
2298705036,336.8520660000
2300999455,337.3705570000
2303293836,338.1992370000
2305588217,338.9243320000
2307882612,339.4337900000
2310177022,340.2545660000
2312471412,340.9727450000
2447079142,338.4761510000
2449373523,336.5416320000
2451667905,334.8489280000
2453962323,333.3678120000
2456256705,332.4468350000
2458551087,331.5159800000
2460845482,330.7014820000
2558714506,342.2387960000
2561008926,339.7089460000
2563303307,337.4953270000
2565597688,335.8084110000
2567892085,334.3323590000
2570186495,333.1658140000
2572480884,332.3950870000
2574775266,331.5957010000
2577069684,331.0212380000
2579364066,330.7685830000
2581658426,330.5475100000
2583952843,330.2290710000
2586247253,330.3254370000
2588541629,330.4097570000
2590836024,330.4835370000
2593130436,330.9230940000
2595424805,331.3077070000
2597719207,331.5192430000
2600013624,332.0793370000
2602308007,332.5694190000
2604602388,332.9982410000
2606896784,333.6234600000
2609191194,334.1705270000
2611485583,334.6492110000
2613779965,335.3180590000
2616074383,336.0283010000
2618368765,336.5247630000
2620663126,337.2091670000
2622957552,337.8080210000
2625251952,338.4570180000
2627546330,339.2748900000
2629840726,339.9905280000
2632135135,340.6167120000
2634429505,341.4146230000
2636723907,342.1127950000
2639018325,342.8486950000
2641312707,343.7426080000
2643607088,344.3997820000
2645901482,344.9748090000
2648195894,345.8529570000
2650490283,346.6213370000
