0,0,0
0,127299289,0
0,270007094,1380
0,272301496,4140
0,274595881,6900
0,276890246,9660
0,279184648,12420
0,412670863,15180
0,414965233,17940
0,417259635,20700
0,419554022,23460
0,421848385,26220
0,424142772,28980
0,426437174,31740
0,555333784,34500
0,557628152,37260
0,559922535,40020
0,562216937,42780
0,564511322,45540
0,566805705,48300
0,569100074,51060
0,571394474,53820
0,573688858,56580
0,575983227,59340
0,578277626,62100
0,699143035,64860
0,701437436,67620
0,703731821,70380
0,706026187,73140
0,708320590,75900
0,710614958,78660
0,712909340,81420
0,715203742,84180
0,717498128,86940
0,719792511,89700
0,722086879,92460
0,724381282,95220
0,726675663,97980
0,728970031,100740
0,731264434,103500
0,733558818,106260
0,841804262,109020
0,844098628,111780
0,846393031,114540
0,848687414,117300
0,850981781,120060
0,853276183,122820
0,855570569,125580
0,857864934,128340
0,860159320,131100
0,862453723,133860
0,864748104,136620
0,867042474,139380
0,869336875,142140
0,871631241,144900
0,873925626,147660
0,876220027,150420
0,878514413,153180
0,880808796,155940
0,883103166,158700
0,885397565,161460
0,887691949,164220
0,889986318,166980
0,892280718,169740
0,894575105,172500
0,984464650,175260
0,986759031,178020
0,989053401,180780
0,991347802,183540
0,993642169,186300
0,995936553,189060
0,998230955,191820
0,1000525340,194580
0,1002819723,197340
0,1005114093,200100
0,1007408492,202860
0,1009702877,205620
0,1011997245,208380
0,1014291645,211140
0,1016586032,213900
0,1018880398,216660
0,1021174783,219420
0,1023469185,222180
0,1025763569,224940
0,1028057935,227700
0,1030352338,230460
0,1032646706,233220
0,1034941090,235980
0,1037235490,238740
0,1039529877,241500
0,1041824243,244260
0,1044118628,247020
0,1046413031,249780
0,1048707415,252540
0,1051001782,255300
0,1053296184,258060
0,1055590570,260820
0,1057884934,263580
0,1060179321,266340
0,1062473723,269100
0,1064768106,271860
0,1127124185,274620
0,1129418586,277380
0,1131712969,280140
0,1134007338,282900
0,1136301741,285660
0,1138596126,288420
0,1140890492,291180
0,1143184893,293940
0,1145479280,296700
0,1147773662,299460
0,1150068030,302220
0,1152362433,304980
0,1154656800,307740
0,1156951184,310500
0,1159245586,313260
0,1161539971,316020
0,1163834336,318780
0,1166128724,321540
0,1168423124,324300
0,1170717508,327060
0,1173011876,329820
0,1175306278,332580
0,1177600663,335340
0,1179895029,338100
0,1182189431,340860
0,1184483816,343620
0,1186778200,346380
0,1189072569,349140
0,1191366969,351900
0,1193661353,354660
0,1195955722,357420
0,1198250123,360180
0,1200544508,362940
0,1202838875,365700
0,1205133262,368460
0,1207427662,371220
0,1209722047,373980
0,1212016416,376740
0,1214310816,379500
0,1216605186,382260
0,1218899569,385020
0,1221193970,387780
0,1223488356,390540
0,1225782741,393300
0,1228077108,396060
0,1230371510,398820
0,1232665894,401580
0,1234960263,404340
0,1237254663,407100
0,1239549051,409860
0,1241843416,412620
0,1244137801,415380
0,1246432203,418140
0,1248726587,420900
0,1269782905,423660
0,1272077273,426420
0,1274371675,429180
0,1276666058,431940
0,1278960427,434700
0,1281254829,437460
0,1283549214,440220
0,1285843579,442980
0,1288137967,445740
0,1290432367,448500
0,1292726751,451260
0,1295021119,454020
0,1297315521,456780
0,1299609889,459540
0,1301904273,462300
0,1304198675,465060
0,1306493059,467820
