0,0,0
0,29795088,0
0,64022896,1380
0,66317276,4140
0,68611655,6900
0,70906017,9660
0,73200401,12420
0,98206512,15180
0,100500892,17940
0,102795254,20700
0,105089635,23460
0,107384017,26220
0,109678394,28980
0,111972760,31740
0,132389154,34500
0,134683514,37260
0,136977899,40020
0,139272279,42780
0,141566658,45540
0,143861019,48300
0,146155404,51060
0,148449782,53820
0,150744145,56580
0,153038527,59340
0,155332907,62100
0,167717993,64860
0,170012379,67620
0,172306759,70380
0,174601136,73140
0,176895501,75900
0,179189883,78660
0,181484263,81420
0,183778624,84180
0,186073006,86940
0,188367389,89700
0,190661765,92460
0,192956131,95220
0,195250513,97980
0,197544890,100740
0,199839252,103500
0,202133638,106260
0,204428014,109020
0,206722376,111780
0,209016760,114540
0,211311141,117300
0,213605519,120060
0,215899883,122820
0,218194267,125580
0,220488644,128340
0,222783006,131100
0,225077389,133860
0,227371769,136620
0,229666148,139380
0,231960514,142140
0,234254893,144900
0,236549274,147660
0,238843634,150420
0,241138019,153180
0,243432399,155940
0,245726756,158700
0,248021143,161460
0,250315523,164220
0,252609901,166980
0,254904265,169740
0,257198648,172500
0,259493027,175260
0,261787388,178020
0,264081771,180780
0,266376152,183540
0,268670530,186300
0,270964897,189060
0,273259277,191820
0,275553655,194580
0,277848018,197340
0,280142401,200100
0,282436781,202860
0,284731141,205620
0,287025526,208380
0,289319906,211140
0,291614284,213900
0,293908649,216660
0,296203030,219420
0,298497410,222180
0,300791772,224940
0,303086153,227700
0,305380535,230460
0,307674913,233220
0,309969280,235980
0,312263660,238740
0,314558038,241500
0,316852400,244260
0,319146785,247020
0,321441164,249780
0,323735523,252540
0,326029908,255300
0,328324289,258060
0,330618666,260820
0,332913032,263580
0,335207415,266340
0,337501793,269100
0,339796155,271860
0,342090537,274620
0,344384918,277380
0,346679278,280140
0,348973664,282900
0,351268043,285660
0,353562423,288420
0,355856785,291180
0,358151168,293940
0,360445548,296700
0,362739910,299460
0,365034292,302220
0,367328672,304980
0,369623051,307740
0,371917415,310500
