mode,ping_run,tcp_run,out_of_order_rate_events_per_s,cwnd_variation_std,throughput_std_mbps
Multilayer,multilayer_1192_to_1204_pings,multilayer_1192_to_1204_tcp,25.92,11276.492191166737,1.4108704654919388
